payload,vpa,known_psp_suffix,entropy,digit_ratio,local_part_len,has_amount,amount,has_suspicious_keyword,label
upi://pay?pa=kyc-team85@xn--upi&pn=Verify%20Account&cu=INR&tn=reward,kyc-team85@xn--upi,0,3.322,0.2,10,0,0.0,1,1
upi://pay?pa=cashback59@xn--upi&pn=KYC%20Support&cu=INR&am=3.02&tn=refund,cashback59@xn--upi,0,2.922,0.2,10,1,3.02,1,1
upi://pay?pa=merchant.2768@axl&pn=City%20Cafe&cu=INR,merchant.2768@axl,1,3.7,0.308,13,0,0.0,0,0
upi://pay?pa=support61@refund-upi&pn=Prize%20Center&cu=INR&am=4.83&tn=cashback,support61@refund-upi,0,2.948,0.222,9,1,4.83,1,1
upi://pay?pa=refund67@xn--upi&pn=Verify%20Account&cu=INR&tn=winner,refund67@xn--upi,0,3.0,0.25,8,0,0.0,1,1
upi://pay?pa=ldqlq1wmfpt0@idfcbank&pn=Cashback%20Desk&cu=INR&tn=refund,ldqlq1wmfpt0@idfcbank,1,3.252,0.167,12,0,0.0,1,1
upi://pay?pa=phcnpe927@okaxis&pn=Prize%20Center&cu=INR&tn=verify-now,phcnpe927@okaxis,1,2.948,0.333,9,0,0.0,1,1
upi://pay?pa=rahul.sharma@jio&pn=Sharma%20Kirana%20Store&cu=INR,rahul.sharma@jio,1,2.855,0.0,12,0,0.0,0,0
upi://pay?pa=paytrn285@ybl&pn=Cashback%20Desk&cu=INR&am=1.57&tn=urgent,paytrn285@ybl,1,3.17,0.333,9,1,1.57,1,1
upi://pay?pa=phcnpe791@ybl&pn=KYC%20Support&cu=INR&am=4.63&tn=winner,phcnpe791@ybl,1,2.948,0.333,9,1,4.63,1,1
upi://pay?pa=1586481307@kotak&pn=Refund%20Team&cu=INR&tn=blocked,1586481307@kotak,1,2.922,1.0,10,0,0.0,1,1
upi://pay?pa=6581863560@ibl&pn=Om%20Traders&cu=INR,6581863560@ibl,1,2.446,1.0,10,0,0.0,0,0
upi://pay?pa=paytrn338@oksbi&pn=Prize%20Center&cu=INR,paytrn338@oksbi,1,2.948,0.333,9,0,0.0,0,1
upi://pay?pa=kyc-team88@kyc-update&pn=Refund%20Team&cu=INR&am=4.77&tn=cashback,kyc-team88@kyc-update,0,3.122,0.2,10,1,4.77,1,1
upi://pay?pa=9289185246@kotak&pn=City%20Cafe&cu=INR,9289185246@kotak,1,2.722,1.0,10,0,0.0,0,0
upi://pay?pa=rahul.sharma@ibl&pn=Priya%20Singh&cu=INR,rahul.sharma@ibl,1,2.855,0.0,12,0,0.0,0,0
upi://pay?pa=merchant.7610@upi&pn=Sharma%20Kirana%20Store&cu=INR,merchant.7610@upi,1,3.7,0.308,13,0,0.0,0,0
upi://pay?pa=8614987459@upi&pn=Green%20Grocers&cu=INR&am=208.73,8614987459@upi,1,2.722,1.0,10,1,208.73,0,0
upi://pay?pa=8112123327@okaxis&pn=Rahul%20Sharma&cu=INR,8112123327@okaxis,1,2.171,1.0,10,0,0.0,0,0
upi://pay?pa=8404430111@paytm&pn=Om%20Traders&cu=INR,8404430111@paytm,1,2.171,1.0,10,0,0.0,0,0
upi://pay?pa=rahul.sharma@axl&pn=City%20Cafe&cu=INR,rahul.sharma@axl,1,2.855,0.0,12,0,0.0,0,0
upi://pay?pa=amit.kumar@jio&pn=City%20Cafe&cu=INR,amit.kumar@jio,1,2.922,0.0,10,0,0.0,0,0
upi://pay?pa=7cdzpbbwgd@ybl&pn=Cashback%20Desk&cu=INR&tn=winner,7cdzpbbwgd@ybl,1,2.922,0.1,10,0,0.0,1,1
upi://pay?pa=7239534867@apl&pn=Sharma%20Kirana%20Store&cu=INR,7239534867@apl,1,2.922,1.0,10,0,0.0,0,0
upi://pay?pa=merchant.9551@okicici&pn=Green%20Grocers&cu=INR&am=3256.33,merchant.9551@okicici,1,3.547,0.308,13,1,3256.33,0,0
upi://pay?pa=kyc-team84@xn--upi&pn=Prize%20Center&cu=INR,kyc-team84@xn--upi,0,3.322,0.2,10,0,0.0,0,1
upi://pay?pa=kyc-team85@pay-verify&pn=Refund%20Team&cu=INR&tn=winner,kyc-team85@pay-verify,0,3.322,0.2,10,0,0.0,1,1
upi://pay?pa=merchant.6089@okaxis&pn=Auto%20Rickshaw%20Stand&cu=INR&am=892.83,merchant.6089@okaxis,1,3.7,0.308,13,1,892.83,0,0
upi://pay?pa=jjac9onqyqpx17n@paytm&pn=KYC%20Support&cu=INR&am=3.9,jjac9onqyqpx17n@paytm,1,3.507,0.2,15,1,3.9,0,1
upi://pay?pa=merchant.9635@ibl&pn=City%20Cafe&cu=INR,merchant.9635@ibl,1,3.7,0.308,13,0,0.0,0,0
upi://pay?pa=ce9f1a2wyh@okaxis&pn=Prize%20Center&cu=INR,ce9f1a2wyh@okaxis,1,3.322,0.3,10,0,0.0,0,1
upi://pay?pa=amit.kumar@hdfcbank&pn=Om%20Traders&cu=INR&am=3280.08,amit.kumar@hdfcbank,1,2.922,0.0,10,1,3280.08,0,0
upi://pay?pa=sunita.devi@upi&pn=City%20Cafe&cu=INR&am=2963.6,sunita.devi@upi,1,3.278,0.0,11,1,2963.6,0,0
upi://pay?pa=6532205187@axl&pn=Cashback%20Desk&cu=INR&tn=winner,6532205187@axl,1,2.922,1.0,10,0,0.0,1,1
upi://pay?pa=2030648360@idfcbank&pn=Prize%20Center&cu=INR&tn=verify-now,2030648360@idfcbank,1,2.446,1.0,10,0,0.0,1,1
upi://pay?pa=merchant.4167@kotak&pn=Auto%20Rickshaw%20Stand&cu=INR,merchant.4167@kotak,1,3.7,0.308,13,0,0.0,0,0
upi://pay?pa=vendor.shop@apl&pn=Om%20Traders&cu=INR,vendor.shop@apl,1,3.278,0.0,11,0,0.0,0,0
upi://pay?pa=goog1e-pay323@hdfcbank&pn=Cashback%20Desk&cu=INR&am=2.44&tn=blocked,goog1e-pay323@hdfcbank,1,3.239,0.308,13,1,2.44,1,1
upi://pay?pa=sh1fye7lft25h@oksbi&pn=KYC%20Support&cu=INR&tn=blocked,sh1fye7lft25h@oksbi,1,3.393,0.308,13,0,0.0,1,1
upi://pay?pa=6463390201@hdfcbank&pn=Sharma%20Kirana%20Store&cu=INR&am=1476.63,6463390201@hdfcbank,1,2.722,1.0,10,1,1476.63,0,0
upi://pay?pa=vendor.shop@apl&pn=Rahul%20Sharma&cu=INR,vendor.shop@apl,1,3.278,0.0,11,0,0.0,0,0
upi://pay?pa=amit.kumar@ibl&pn=Rahul%20Sharma&cu=INR&am=3100.03,amit.kumar@ibl,1,2.922,0.0,10,1,3100.03,0,0
upi://pay?pa=phcnpe349@hdfcbank&pn=Cashback%20Desk&cu=INR&tn=reward,phcnpe349@hdfcbank,1,2.948,0.333,9,0,0.0,1,1
upi://pay?pa=6171529759@okicici&pn=Rahul%20Sharma&cu=INR,6171529759@okicici,1,2.522,1.0,10,0,0.0,0,0
upi://pay?pa=support52@xn--upi&pn=Cashback%20Desk&cu=INR&tn=lottery,support52@xn--upi,0,2.948,0.222,9,0,0.0,1,1
upi://pay?pa=goog1e-pay64@ibl&pn=KYC%20Support&cu=INR&tn=refund,goog1e-pay64@ibl,1,3.252,0.25,12,0,0.0,1,1
upi://pay?pa=priya123@okaxis&pn=Sharma%20Kirana%20Store&cu=INR,priya123@okaxis,1,3.0,0.375,8,0,0.0,0,0
upi://pay?pa=merchant.3037@ibl&pn=Sharma%20Kirana%20Store&cu=INR,merchant.3037@ibl,1,3.547,0.308,13,0,0.0,0,0
upi://pay?pa=kyc-team83@secure-pay&pn=KYC%20Support&cu=INR&am=3.53&tn=kyc,kyc-team83@secure-pay,0,3.322,0.2,10,1,3.53,1,1
upi://pay?pa=phcnpe888@okaxis&pn=KYC%20Support&cu=INR&tn=blocked,phcnpe888@okaxis,1,2.419,0.333,9,0,0.0,1,1
upi://pay?pa=6121146276@upi&pn=Rahul%20Sharma&cu=INR&am=3508.79,6121146276@upi,1,2.171,1.0,10,1,3508.79,0,0
upi://pay?pa=merchant.8689@upi&pn=City%20Cafe&cu=INR,merchant.8689@upi,1,3.547,0.308,13,0,0.0,0,0
upi://pay?pa=merchant.1591@paytm&pn=Priya%20Singh&cu=INR&am=2915.38,merchant.1591@paytm,1,3.547,0.308,13,1,2915.38,0,0
upi://pay?pa=merchant.4776@jio&pn=City%20Cafe&cu=INR,merchant.4776@jio,1,3.547,0.308,13,0,0.0,0,0
upi://pay?pa=paytrn242@idfcbank&pn=Prize%20Center&cu=INR&tn=urgent,paytrn242@idfcbank,1,2.948,0.333,9,0,0.0,1,1
upi://pay?pa=6683832465@jio&pn=Sharma%20Kirana%20Store&cu=INR&am=4960.91,6683832465@jio,1,2.446,1.0,10,1,4960.91,0,0
upi://pay?pa=merchant.1590@paytm&pn=Auto%20Rickshaw%20Stand&cu=INR&am=133.14,merchant.1590@paytm,1,3.7,0.308,13,1,133.14,0,0
upi://pay?pa=phcnpe261@jio&pn=Verify%20Account&cu=INR&am=4.8&tn=verify-now,phcnpe261@jio,1,2.948,0.333,9,1,4.8,1,1
upi://pay?pa=9366007978@paytm&pn=Sharma%20Kirana%20Store&cu=INR&am=1636.07,9366007978@paytm,1,2.522,1.0,10,1,1636.07,0,0
upi://pay?pa=priya123@axl&pn=Auto%20Rickshaw%20Stand&cu=INR,priya123@axl,1,3.0,0.375,8,0,0.0,0,0
upi://pay?pa=6574621243@jio&pn=Auto%20Rickshaw%20Stand&cu=INR,6574621243@jio,1,2.722,1.0,10,0,0.0,0,0
upi://pay?pa=paytrn209@okicici&pn=Verify%20Account&cu=INR&tn=lottery,paytrn209@okicici,1,3.17,0.333,9,0,0.0,1,1
upi://pay?pa=merchant.3290@ybl&pn=Sharma%20Kirana%20Store&cu=INR&am=3924.12,merchant.3290@ybl,1,3.7,0.308,13,1,3924.12,0,0
upi://pay?pa=merchant.562@idfcbank&pn=Rahul%20Sharma&cu=INR,merchant.562@idfcbank,1,3.585,0.25,12,0,0.0,0,0
upi://pay?pa=7260294288@okaxis&pn=Refund%20Team&cu=INR&tn=blocked,7260294288@okaxis,1,2.646,1.0,10,0,0.0,1,1
upi://pay?pa=paytrn763@hdfcbank&pn=Prize%20Center&cu=INR&am=1.41&tn=lottery,paytrn763@hdfcbank,1,3.17,0.333,9,1,1.41,1,1
upi://pay?pa=6950578005@oksbi&pn=City%20Cafe&cu=INR,6950578005@oksbi,1,2.371,1.0,10,0,0.0,0,0
upi://pay?pa=merchant.566@okicici&pn=Sharma%20Kirana%20Store&cu=INR,merchant.566@okicici,1,3.418,0.25,12,0,0.0,0,0
upi://pay?pa=8770207149@paytm&pn=Rahul%20Sharma&cu=INR,8770207149@paytm,1,2.646,1.0,10,0,0.0,0,0
upi://pay?pa=9279342571@jio&pn=Prize%20Center&cu=INR&tn=suspend,9279342571@jio,1,2.722,1.0,10,0,0.0,1,1
upi://pay?pa=refund90@kyc-update&pn=Refund%20Team&cu=INR&tn=verify-now,refund90@kyc-update,0,3.0,0.25,8,0,0.0,1,1
upi://pay?pa=316uf1tia2mcz@apl&pn=Prize%20Center&cu=INR&am=2.47&tn=cashback,316uf1tia2mcz@apl,1,3.547,0.385,13,1,2.47,1,1
upi://pay?pa=3896891075@ybl&pn=Refund%20Team&cu=INR&tn=suspend,3896891075@ybl,1,2.922,1.0,10,0,0.0,1,1
upi://pay?pa=paytrn407@upi&pn=Refund%20Team&cu=INR&tn=kyc,paytrn407@upi,1,3.17,0.333,9,0,0.0,1,1
upi://pay?pa=merchant.2632@okaxis&pn=Priya%20Singh&cu=INR,merchant.2632@okaxis,1,3.547,0.308,13,0,0.0,0,0
upi://pay?pa=8137238456@ybl&pn=Priya%20Singh&cu=INR&am=3858.29,8137238456@ybl,1,2.922,1.0,10,1,3858.29,0,0
upi://pay?pa=support22@refund-upi&pn=Verify%20Account&cu=INR&tn=winner,support22@refund-upi,0,2.725,0.222,9,0,0.0,1,1
upi://pay?pa=jh706lglguqdv@okhdfcbank&pn=Refund%20Team&cu=INR&am=2.08,jh706lglguqdv@okhdfcbank,1,3.393,0.231,13,1,2.08,0,1
upi://pay?pa=merchant.9714@okhdfcbank&pn=Rahul%20Sharma&cu=INR&am=4722.62,merchant.9714@okhdfcbank,1,3.7,0.308,13,1,4722.62,0,0
upi://pay?pa=phcnpe955@ibl&pn=Refund%20Team&cu=INR&tn=lottery,phcnpe955@ibl,1,2.725,0.333,9,0,0.0,1,1
upi://pay?pa=7709098221@upi&pn=Om%20Traders&cu=INR,7709098221@upi,1,2.522,1.0,10,0,0.0,0,0
upi://pay?pa=9403871369@upi&pn=Priya%20Singh&cu=INR,9403871369@upi,1,2.922,1.0,10,0,0.0,0,0
upi://pay?pa=refund42@xn--upi&pn=Prize%20Center&cu=INR&tn=suspend,refund42@xn--upi,0,3.0,0.25,8,0,0.0,1,1
upi://pay?pa=merchant.3573@ibl&pn=Auto%20Rickshaw%20Stand&cu=INR&am=2370.85,merchant.3573@ibl,1,3.547,0.308,13,1,2370.85,0,0
upi://pay?pa=b2oxebpbbqhtxp0s@okicici&pn=Refund%20Team&cu=INR&am=1.91&tn=winner,b2oxebpbbqhtxp0s@okicici,1,3.25,0.125,16,1,1.91,1,1
upi://pay?pa=8v0igbv7u2aja7ha@upi&pn=Refund%20Team&cu=INR,8v0igbv7u2aja7ha@upi,1,3.453,0.312,16,0,0.0,0,1
upi://pay?pa=priya123@okicici&pn=Sharma%20Kirana%20Store&cu=INR&am=4336.32,priya123@okicici,1,3.0,0.375,8,1,4336.32,0,0
upi://pay?pa=8506472495@apl&pn=Priya%20Singh&cu=INR&am=1399.92,8506472495@apl,1,2.922,1.0,10,1,1399.92,0,0
upi://pay?pa=kyc-team23@pay-verify&pn=Cashback%20Desk&cu=INR,kyc-team23@pay-verify,0,3.322,0.2,10,0,0.0,0,1
upi://pay?pa=817312982@okhdfcbank&pn=Prize%20Center&cu=INR&tn=winner,817312982@okhdfcbank,1,2.503,1.0,9,0,0.0,1,1
upi://pay?pa=rahul.sharma@okicici&pn=City%20Cafe&cu=INR,rahul.sharma@okicici,1,2.855,0.0,12,0,0.0,0,0
upi://pay?pa=246569993@jio&pn=Refund%20Team&cu=INR&tn=reward,246569993@jio,1,2.419,1.0,9,0,0.0,1,1
upi://pay?pa=support58@pay-verify&pn=KYC%20Support&cu=INR,support58@pay-verify,0,2.948,0.222,9,0,0.0,0,1
upi://pay?pa=goog1e-pay223@axl&pn=Refund%20Team&cu=INR&tn=winner,goog1e-pay223@axl,1,3.239,0.308,13,0,0.0,1,1
upi://pay?pa=3161089133@oksbi&pn=KYC%20Support&cu=INR&tn=lottery,3161089133@oksbi,1,2.371,1.0,10,0,0.0,1,1
upi://pay?pa=merchant.6118@paytm&pn=Priya%20Singh&cu=INR,merchant.6118@paytm,1,3.547,0.308,13,0,0.0,0,0
upi://pay?pa=v6loi5yrce3sem@idfcbank&pn=KYC%20Support&cu=INR&tn=verify-now,v6loi5yrce3sem@idfcbank,1,3.664,0.214,14,0,0.0,1,1
upi://pay?pa=rahul.sharma@okicici&pn=Rahul%20Sharma&cu=INR,rahul.sharma@okicici,1,2.855,0.0,12,0,0.0,0,0
upi://pay?pa=jijnlp2s07@ybl&pn=Refund%20Team&cu=INR&tn=refund,jijnlp2s07@ybl,1,3.122,0.3,10,0,0.0,1,1
upi://pay?pa=7074095288@oksbi&pn=Auto%20Rickshaw%20Stand&cu=INR&am=3464.75,7074095288@oksbi,1,2.722,1.0,10,1,3464.75,0,0
upi://pay?pa=trvxoi41ug82@idfcbank&pn=Verify%20Account&cu=INR&am=1.45&tn=reward,trvxoi41ug82@idfcbank,1,3.585,0.333,12,1,1.45,1,1
upi://pay?pa=3648775110@ibl&pn=Refund%20Team&cu=INR&tn=winner,3648775110@ibl,1,2.922,1.0,10,0,0.0,1,1
upi://pay?pa=merchant.5228@paytm&pn=Rahul%20Sharma&cu=INR,merchant.5228@paytm,1,3.547,0.308,13,0,0.0,0,0
upi://pay?pa=sunita.devi@upi&pn=City%20Cafe&cu=INR&am=827.99,sunita.devi@upi,1,3.278,0.0,11,1,827.99,0,0
upi://pay?pa=wzzv7w23436opq@upi&pn=Verify%20Account&cu=INR&tn=kyc,wzzv7w23436opq@upi,1,3.379,0.429,14,0,0.0,1,1
upi://pay?pa=merchant.9474@okaxis&pn=Priya%20Singh&cu=INR&am=171.52,merchant.9474@okaxis,1,3.547,0.308,13,1,171.52,0,0
upi://pay?pa=7155130718@hdfcbank&pn=Cashback%20Desk&cu=INR&tn=cashback,7155130718@hdfcbank,1,2.446,1.0,10,0,0.0,1,1
upi://pay?pa=goog1e-pay920@kotak&pn=Refund%20Team&cu=INR&am=1.09&tn=verify-now,goog1e-pay920@kotak,1,3.393,0.308,13,1,1.09,1,1
upi://pay?pa=cashback30@pay-verify&pn=Verify%20Account&cu=INR&am=2.57&tn=cashback,cashback30@pay-verify,0,2.922,0.2,10,1,2.57,1,1
upi://pay?pa=5879800057@jio&pn=KYC%20Support&cu=INR&tn=reward,5879800057@jio,1,2.246,1.0,10,0,0.0,1,1
upi://pay?pa=vendor.shop@jio&pn=Auto%20Rickshaw%20Stand&cu=INR,vendor.shop@jio,1,3.278,0.0,11,0,0.0,0,0
upi://pay?pa=499069498@okaxis&pn=Cashback%20Desk&cu=INR&tn=kyc,499069498@okaxis,1,2.059,1.0,9,0,0.0,1,1
upi://pay?pa=4949462521@jio&pn=Verify%20Account&cu=INR&am=2.67&tn=refund,4949462521@jio,1,2.446,1.0,10,1,2.67,1,1
upi://pay?pa=kyc-team23@xn--upi&pn=Prize%20Center&cu=INR&tn=winner,kyc-team23@xn--upi,0,3.322,0.2,10,0,0.0,1,1
upi://pay?pa=paytrn566@jio&pn=Cashback%20Desk&cu=INR&am=1.98,paytrn566@jio,1,2.948,0.333,9,1,1.98,0,1
upi://pay?pa=4595479635@ybl&pn=Cashback%20Desk&cu=INR&tn=suspend,4595479635@ybl,1,2.446,1.0,10,0,0.0,1,1
upi://pay?pa=phcnpe250@ibl&pn=Refund%20Team&cu=INR&tn=suspend,phcnpe250@ibl,1,2.948,0.333,9,0,0.0,1,1
upi://pay?pa=paytrn982@oksbi&pn=Prize%20Center&cu=INR&tn=suspend,paytrn982@oksbi,1,3.17,0.333,9,0,0.0,1,1
upi://pay?pa=7523322159@okhdfcbank&pn=Priya%20Singh&cu=INR,7523322159@okhdfcbank,1,2.446,1.0,10,0,0.0,0,0
upi://pay?pa=vendor.shop@paytm&pn=Sharma%20Kirana%20Store&cu=INR&am=3999.15,vendor.shop@paytm,1,3.278,0.0,11,1,3999.15,0,0
upi://pay?pa=rahul.sharma@upi&pn=Auto%20Rickshaw%20Stand&cu=INR&am=1833.53,rahul.sharma@upi,1,2.855,0.0,12,1,1833.53,0,0
upi://pay?pa=4921861595@okhdfcbank&pn=Cashback%20Desk&cu=INR&am=2.56&tn=cashback,4921861595@okhdfcbank,1,2.722,1.0,10,1,2.56,1,1
upi://pay?pa=7ycs1kedjm@axl&pn=Cashback%20Desk&cu=INR&tn=reward,7ycs1kedjm@axl,1,3.322,0.2,10,0,0.0,1,1
upi://pay?pa=merchant.5614@axl&pn=Auto%20Rickshaw%20Stand&cu=INR,merchant.5614@axl,1,3.7,0.308,13,0,0.0,0,0
upi://pay?pa=refund89@secure-pay&pn=Cashback%20Desk&cu=INR&tn=blocked,refund89@secure-pay,0,3.0,0.25,8,0,0.0,1,1
upi://pay?pa=kcmg2k87bstrmz@paytm&pn=Cashback%20Desk&cu=INR&am=2.36&tn=winner,kcmg2k87bstrmz@paytm,1,3.522,0.214,14,1,2.36,1,1
upi://pay?pa=kyc-team59@pay-verify&pn=Cashback%20Desk&cu=INR&tn=winner,kyc-team59@pay-verify,0,3.322,0.2,10,0,0.0,1,1
upi://pay?pa=merchant.5022@okhdfcbank&pn=Auto%20Rickshaw%20Stand&cu=INR&am=3023.99,merchant.5022@okhdfcbank,1,3.547,0.308,13,1,3023.99,0,0
upi://pay?pa=9644779085@axl&pn=Om%20Traders&cu=INR&am=3690.65,9644779085@axl,1,2.722,1.0,10,1,3690.65,0,0
upi://pay?pa=8568313839@okhdfcbank&pn=Auto%20Rickshaw%20Stand&cu=INR,8568313839@okhdfcbank,1,2.371,1.0,10,0,0.0,0,0
upi://pay?pa=priya123@paytm&pn=Auto%20Rickshaw%20Stand&cu=INR,priya123@paytm,1,3.0,0.375,8,0,0.0,0,0
upi://pay?pa=7820126903@apl&pn=Om%20Traders&cu=INR,7820126903@apl,1,2.922,1.0,10,0,0.0,0,0
upi://pay?pa=4paiiucuigm2t@jio&pn=Prize%20Center&cu=INR&tn=reward,4paiiucuigm2t@jio,1,3.181,0.154,13,0,0.0,1,1
upi://pay?pa=2096502412@jio&pn=Prize%20Center&cu=INR&am=1.08&tn=refund,2096502412@jio,1,2.646,1.0,10,1,1.08,1,1
upi://pay?pa=y1t5g72mf4srn6m6@jio&pn=Prize%20Center&cu=INR&tn=urgent,y1t5g72mf4srn6m6@jio,1,3.75,0.438,16,0,0.0,1,1
upi://pay?pa=9969212295@jio&pn=Green%20Grocers&cu=INR&am=3222.1,9969212295@jio,1,2.046,1.0,10,1,3222.1,0,0
upi://pay?pa=kyc-team31@refund-upi&pn=Refund%20Team&cu=INR&tn=lottery,kyc-team31@refund-upi,0,3.322,0.2,10,0,0.0,1,1
upi://pay?pa=8379894770@idfcbank&pn=Rahul%20Sharma&cu=INR&am=4629.36,8379894770@idfcbank,1,2.446,1.0,10,1,4629.36,0,0
upi://pay?pa=merchant.7571@oksbi&pn=City%20Cafe&cu=INR,merchant.7571@oksbi,1,3.547,0.308,13,0,0.0,0,0
upi://pay?pa=6940684569@upi&pn=Sharma%20Kirana%20Store&cu=INR,6940684569@upi,1,2.446,1.0,10,0,0.0,0,0
upi://pay?pa=kyc-team72@kyc-update&pn=Verify%20Account&cu=INR&tn=urgent,kyc-team72@kyc-update,0,3.322,0.2,10,0,0.0,1,1
upi://pay?pa=e1p5ei7k8e@upi&pn=Refund%20Team&cu=INR,e1p5ei7k8e@upi,1,2.846,0.4,10,0,0.0,0,1
upi://pay?pa=sunita.devi@okaxis&pn=Priya%20Singh&cu=INR,sunita.devi@okaxis,1,3.278,0.0,11,0,0.0,0,0
upi://pay?pa=rahul.sharma@hdfcbank&pn=Auto%20Rickshaw%20Stand&cu=INR&am=4708.73,rahul.sharma@hdfcbank,1,2.855,0.0,12,1,4708.73,0,0
upi://pay?pa=rahul.sharma@oksbi&pn=Green%20Grocers&cu=INR&am=3616.12,rahul.sharma@oksbi,1,2.855,0.0,12,1,3616.12,0,0
upi://pay?pa=7429056776@kotak&pn=Rahul%20Sharma&cu=INR,7429056776@kotak,1,2.646,1.0,10,0,0.0,0,0
upi://pay?pa=vendor.shop@okaxis&pn=Sharma%20Kirana%20Store&cu=INR&am=4800.09,vendor.shop@okaxis,1,3.278,0.0,11,1,4800.09,0,0
upi://pay?pa=8289344965@okaxis&pn=City%20Cafe&cu=INR,8289344965@okaxis,1,2.722,1.0,10,0,0.0,0,0
upi://pay?pa=merchant.2092@ybl&pn=City%20Cafe&cu=INR&am=3038.43,merchant.2092@ybl,1,3.547,0.308,13,1,3038.43,0,0
upi://pay?pa=9082889804@axl&pn=Auto%20Rickshaw%20Stand&cu=INR&am=4951.64,9082889804@axl,1,2.122,1.0,10,1,4951.64,0,0
upi://pay?pa=qdb2pc3q1d05aqrj@apl&pn=Cashback%20Desk&cu=INR&tn=blocked,qdb2pc3q1d05aqrj@apl,1,3.578,0.312,16,0,0.0,1,1
upi://pay?pa=cashback94@kyc-update&pn=Verify%20Account&cu=INR&tn=refund,cashback94@kyc-update,0,2.922,0.2,10,0,0.0,1,1
upi://pay?pa=merchant.4523@apl&pn=Green%20Grocers&cu=INR,merchant.4523@apl,1,3.7,0.308,13,0,0.0,0,0
upi://pay?pa=du2el88yfkruyhcb@ybl&pn=Refund%20Team&cu=INR&tn=refund,du2el88yfkruyhcb@ybl,1,3.625,0.188,16,0,0.0,1,1
upi://pay?pa=vngblcqzj82zqy@ybl&pn=Verify%20Account&cu=INR&tn=verify-now,vngblcqzj82zqy@ybl,1,3.522,0.143,14,0,0.0,1,1
upi://pay?pa=9404909045@apl&pn=KYC%20Support&cu=INR&tn=suspend,9404909045@apl,1,1.895,1.0,10,0,0.0,1,1
upi://pay?pa=d3bmyu8tn8@okhdfcbank&pn=KYC%20Support&cu=INR&tn=kyc,d3bmyu8tn8@okhdfcbank,1,3.122,0.3,10,0,0.0,1,1
upi://pay?pa=1577876364@okicici&pn=Prize%20Center&cu=INR&am=3.66&tn=winner,1577876364@okicici,1,2.646,1.0,10,1,3.66,1,1
upi://pay?pa=merchant.6287@okhdfcbank&pn=Green%20Grocers&cu=INR,merchant.6287@okhdfcbank,1,3.7,0.308,13,0,0.0,0,0
upi://pay?pa=ur4lmy2cxn52@apl&pn=Prize%20Center&cu=INR&tn=reward,ur4lmy2cxn52@apl,1,3.418,0.333,12,0,0.0,1,1
upi://pay?pa=6381007356@oksbi&pn=Green%20Grocers&cu=INR&am=2922.74,6381007356@oksbi,1,2.722,1.0,10,1,2922.74,0,0
upi://pay?pa=merchant.5983@oksbi&pn=Sharma%20Kirana%20Store&cu=INR&am=1486.7,merchant.5983@oksbi,1,3.7,0.308,13,1,1486.7,0,0
upi://pay?pa=8056493243@jio&pn=Om%20Traders&cu=INR,8056493243@jio,1,2.922,1.0,10,0,0.0,0,0
upi://pay?pa=t8zeh3rprgygo@kotak&pn=KYC%20Support&cu=INR&tn=cashback,t8zeh3rprgygo@kotak,1,3.393,0.154,13,0,0.0,1,1
upi://pay?pa=merchant.997@apl&pn=Om%20Traders&cu=INR,merchant.997@apl,1,3.418,0.25,12,0,0.0,0,0
upi://pay?pa=vendor.shop@kotak&pn=Om%20Traders&cu=INR,vendor.shop@kotak,1,3.278,0.0,11,0,0.0,0,0
upi://pay?pa=354661851@idfcbank&pn=Cashback%20Desk&cu=INR&tn=suspend,354661851@idfcbank,1,2.503,1.0,9,0,0.0,1,1
upi://pay?pa=8790736347@axl&pn=City%20Cafe&cu=INR,8790736347@axl,1,2.646,1.0,10,0,0.0,0,0
upi://pay?pa=7488774628@hdfcbank&pn=Priya%20Singh&cu=INR,7488774628@hdfcbank,1,2.171,1.0,10,0,0.0,0,0
upi://pay?pa=4niv12dkz49foef@okhdfcbank&pn=Verify%20Account&cu=INR&tn=lottery,4niv12dkz49foef@okhdfcbank,1,3.64,0.333,15,0,0.0,1,1
upi://pay?pa=pmvi1v0i8gpw@hdfcbank&pn=Verify%20Account&cu=INR&am=2.66&tn=refund,pmvi1v0i8gpw@hdfcbank,1,3.085,0.25,12,1,2.66,1,1
upi://pay?pa=7378035387@paytm&pn=Auto%20Rickshaw%20Stand&cu=INR,7378035387@paytm,1,2.171,1.0,10,0,0.0,0,0
upi://pay?pa=cgrph3qvpskzq@okicici&pn=KYC%20Support&cu=INR&am=3.57&tn=refund,cgrph3qvpskzq@okicici,1,3.393,0.077,13,1,3.57,1,1
upi://pay?pa=pl2uee4ljafz5k@ybl&pn=KYC%20Support&cu=INR&am=3.24&tn=suspend,pl2uee4ljafz5k@ybl,1,3.522,0.214,14,1,3.24,1,1
upi://pay?pa=paytrn275@ybl&pn=Cashback%20Desk&cu=INR&tn=refund,paytrn275@ybl,1,3.17,0.333,9,0,0.0,1,1
upi://pay?pa=rahul.sharma@ybl&pn=Green%20Grocers&cu=INR&am=526.73,rahul.sharma@ybl,1,2.855,0.0,12,1,526.73,0,0
upi://pay?pa=kyc-team39@refund-upi&pn=Prize%20Center&cu=INR&am=4.99&tn=winner,kyc-team39@refund-upi,0,3.322,0.2,10,1,4.99,1,1
